hsa.let.7a.1,hsa.let.7a.2,hsa.let.7a.3,hsa.let.7b,hsa.let.7c,hsa.let.7d,hsa.let.7e,hsa.let.7f.1,hsa.let.7f.2,hsa.let.7g,hsa.let.7i,hsa.mir.100,hsa.mir.101.1,hsa.mir.101.2,hsa.mir.103a.1,hsa.mir.103a.2,hsa.mir.106a,hsa.mir.106b,hsa.mir.107,hsa.mir.10a,hsa.mir.10b,hsa.mir.1180,hsa.mir.122,hsa.mir.1247,hsa.mir.125a,hsa.mir.125b.1,hsa.mir.125b.2,hsa.mir.126,hsa.mir.1266,hsa.mir.1269a,hsa.mir.127,hsa.mir.128.1,hsa.mir.128.2,hsa.mir.1287,hsa.mir.1295b,hsa.mir.1296,hsa.mir.1301,hsa.mir.1306,hsa.mir.1307,hsa.mir.130a,hsa.mir.130b,hsa.mir.132,hsa.mir.134,hsa.mir.136,hsa.mir.139,hsa.mir.140,hsa.mir.141,hsa.mir.142,hsa.mir.143,hsa.mir.144,hsa.mir.145,hsa.mir.1468,hsa.mir.146a,hsa.mir.146b,hsa.mir.148a,hsa.mir.148b,hsa.mir.149,hsa.mir.150,hsa.mir.151a,hsa.mir.152,hsa.mir.153.2,hsa.mir.154,hsa.mir.155,hsa.mir.15a,hsa.mir.15b,hsa.mir.16.1,hsa.mir.16.2,hsa.mir.17,hsa.mir.181a.1,hsa.mir.181a.2,hsa.mir.181b.1,hsa.mir.181b.2,hsa.mir.181c,hsa.mir.181d,hsa.mir.182,hsa.mir.183,hsa.mir.185,hsa.mir.186,hsa.mir.188,hsa.mir.18a,hsa.mir.191,hsa.mir.192,hsa.mir.193a,hsa.mir.193b,hsa.mir.194.1,hsa.mir.194.2,hsa.mir.195,hsa.mir.196b,hsa.mir.197,hsa.mir.1976,hsa.mir.199a.1,hsa.mir.199a.2,hsa.mir.199b,hsa.mir.19a,hsa.mir.19b.1,hsa.mir.19b.2,hsa.mir.200a,hsa.mir.200b,hsa.mir.200c,hsa.mir.203a,hsa.mir.204,hsa.mir.20a,hsa.mir.20b,hsa.mir.21,hsa.mir.210,hsa.mir.214,hsa.mir.215,hsa.mir.216a,hsa.mir.216b,hsa.mir.217,hsa.mir.218.1,hsa.mir.218.2,hsa.mir.219a.1,hsa.mir.22,hsa.mir.221,hsa.mir.222,hsa.mir.223,hsa.mir.224,hsa.mir.2355,hsa.mir.23a,hsa.mir.23b,hsa.mir.24.1,hsa.mir.24.2,hsa.mir.25,hsa.mir.26a.1,hsa.mir.26a.2,hsa.mir.26b,hsa.mir.27a,hsa.mir.27b,hsa.mir.28,hsa.mir.29a,hsa.mir.29b.1,hsa.mir.29b.2,hsa.mir.29c,hsa.mir.301a,hsa.mir.3065,hsa.mir.3074,hsa.mir.30a,hsa.mir.30b,hsa.mir.30c.1,hsa.mir.30c.2,hsa.mir.30d,hsa.mir.30e,hsa.mir.32,hsa.mir.320a,hsa.mir.324,hsa.mir.326,hsa.mir.328,hsa.mir.330,hsa.mir.331,hsa.mir.335,hsa.mir.337,hsa.mir.338,hsa.mir.339,hsa.mir.33a,hsa.mir.33b,hsa.mir.340,hsa.mir.342,hsa.mir.345,hsa.mir.34a,hsa.mir.3607,hsa.mir.361,hsa.mir.3613,hsa.mir.3615,hsa.mir.362,hsa.mir.363,hsa.mir.3653,hsa.mir.365a,hsa.mir.365b,hsa.mir.3677,hsa.mir.369,hsa.mir.370,hsa.mir.374a,hsa.mir.374b,hsa.mir.375,hsa.mir.376c,hsa.mir.378a,hsa.mir.378c,hsa.mir.379,hsa.mir.381,hsa.mir.382,hsa.mir.409,hsa.mir.410,hsa.mir.411,hsa.mir.412,hsa.mir.421,hsa.mir.423,hsa.mir.424,hsa.mir.425,hsa.mir.429,hsa.mir.431,hsa.mir.432,hsa.mir.4326,hsa.mir.450a.1,hsa.mir.450a.2,hsa.mir.450b,hsa.mir.451a,hsa.mir.452,hsa.mir.454,hsa.mir.455,hsa.mir.4661,hsa.mir.4662a,hsa.mir.4677,hsa.mir.4772,hsa.mir.483,hsa.mir.484,hsa.mir.485,hsa.mir.486.1,hsa.mir.486.2,hsa.mir.487b,hsa.mir.493,hsa.mir.495,hsa.mir.497,hsa.mir.500a,hsa.mir.500b,hsa.mir.501,hsa.mir.502,hsa.mir.503,hsa.mir.505,hsa.mir.511,hsa.mir.532,hsa.mir.539,hsa.mir.542,hsa.mir.5589,hsa.mir.574,hsa.mir.576,hsa.mir.582,hsa.mir.584,hsa.mir.589,hsa.mir.590,hsa.mir.598,hsa.mir.616,hsa.mir.618,hsa.mir.625,hsa.mir.628,hsa.mir.629,hsa.mir.651,hsa.mir.652,hsa.mir.653,hsa.mir.654,hsa.mir.660,hsa.mir.664a,hsa.mir.664b,hsa.mir.671,hsa.mir.6715a,hsa.mir.675,hsa.mir.7.1,hsa.mir.708,hsa.mir.744,hsa.mir.758,hsa.mir.766,hsa.mir.769,hsa.mir.874,hsa.mir.885,hsa.mir.889,hsa.mir.9.1,hsa.mir.9.2,hsa.mir.9.3,hsa.mir.92a.1,hsa.mir.92a.2,hsa.mir.92b,hsa.mir.93,hsa.mir.942,hsa.mir.95,hsa.mir.96,hsa.mir.98,hsa.mir.99a,hsa.mir.99b,samples,groups
17536,17259,17602,16693,11146,1176,987,10310,10750,2901,827,20288,19015,19135,40615,40752,56,1336,220,28838,48968,99,179753,1,696,1097,1148,47841,31,420,484,392,236,192,21,16,23,45,3459,210,271,109,188,23,1086,3509,31,1615,36994,1258,3478,28,55,2644,145699,446,45,200,3601,949,13,10,548,667,486,768,744,2121,539,1519,75,114,41,6,68251,12358,303,1573,9,43,1990,47553,2562,1607,8172,11002,51,20,2162,51,507,656,618,104,236,229,19,18,236,145,22,1217,49,186314,543,14,108,14,12,1142,16,20,13,444767,84,50,1210,1297,164,1326,2770,2395,2130,39641,3027,2987,6679,874,5447,18401,30868,2327,2491,9794,20,1176,6,23533,1416,2014,2054,22208,49768,150,3433,87,39,179,33,47,68,52,680,74,41,25,70,1168,49,665,264,2297,55,77,234,34,72,1167,1153,2,15,8,5254,312,5491,4,8941,92,428,38,14,50,9,5,18,10,603,168,2586,5,27,16,44,8,13,26,4187,1804,54,1531,23,268,39,3,85,509,8,253,263,5,23,32,17,1243,29,162,38,33,541,34,1847,17,447,597,519,98,355,153,198,91,26,21,10,154,69,97,13,187,5,28,149,227,64,30,175,52,51,5,44,13,22,53,259,2605,28,529,540,523,14141,12098,19,23128,5,22,74,168,2462,19346,TCGA.NI.A4U2,YES
53285,52627,52693,23016,4068,1885,6333,55281,56010,2484,938,44359,21861,22335,61425,61356,22,2463,505,65340,318268,42,38517,153,1523,852,868,8970,15,4603,1203,561,391,39,1,6,47,13,8385,91,39,205,369,64,666,10750,17,3301,426599,2329,2790,271,675,975,465204,693,13,3669,10791,655,6,8,1531,1089,823,725,673,15302,4149,6286,685,623,243,54,13412,3975,787,653,10,141,725,201464,1537,464,34950,39501,79,169,629,31,1068,1756,1898,455,1049,966,181,130,128,15467,29,7415,41,1533831,72,25,2657,8,2,292,34,30,24,1327559,619,128,699,320,99,8118,4221,3016,2969,80998,4934,4978,2009,4015,8216,12098,20632,544,614,8682,4,418,10,94440,2424,2016,2291,98207,113156,345,1339,70,14,52,87,41,318,28,1451,179,25,7,333,344,10,1717,53,1857,110,51,100,29,16,395,393,5,16,20,4608,233,69496,15,2875,53,1357,114,29,39,48,17,31,12,417,351,344,28,20,16,16,19,17,89,7304,1199,13,940,26,90,43,47,5325,164,6,917,989,16,25,7,34,1060,23,193,36,92,55,56,3056,12,1813,9,217,34,189,222,300,62,46,10,28,579,38,486,10,60,49,37,220,174,27,24,31,387,33,15,96,35,68,74,49,1842,63,391,357,345,144936,131650,40,19944,19,23,18,251,1403,52229,TCGA.2Y.A9H3,YES
22238,21559,22163,32088,2136,3453,877,16918,17080,2143,814,3586,33533,33618,107554,108093,13,3640,729,10303,35676,594,67509,57,276,202,202,9444,48,91,667,898,754,272,1,19,87,106,23007,126,121,279,236,27,61,6375,27,6364,50677,354,1250,39,638,7378,760819,1295,3,2982,20446,170,12,2,1264,576,362,475,508,10665,2929,5305,763,727,63,16,823,396,1062,861,23,295,2085,222776,3546,520,46240,51396,21,2802,1247,31,468,767,868,269,544,498,1273,965,216,385,42,4075,24,1441254,2295,10,449,10,12,339,14,10,18,865101,1056,282,318,598,44,2775,5016,1710,1640,37330,2176,2112,3060,957,6337,16005,8724,330,388,2337,156,145,9,6185,2436,841,895,83919,46702,113,1878,971,15,128,169,256,208,25,783,97,247,57,174,286,102,803,219,2384,73,137,74,12,34,412,413,24,15,9,3769,306,4877,5,2001,39,572,57,27,27,36,6,5,44,838,149,918,292,12,21,57,4,6,15,1147,1665,52,2548,73,86,103,37,8573,276,8,246,264,4,19,4,25,3185,65,994,112,21,226,33,11612,8,381,33,890,30,761,64,329,108,27,42,40,375,41,1718,2,326,14,19,581,151,20,41,10,32,27,9,390,16,193,119,162,1835,36,125,108,117,67216,63970,19,36597,33,19,1,719,639,10929,TCGA.DD.AADO,NO
54912,55220,55216,42998,8085,4996,3883,40321,41026,3686,981,28324,39434,39980,138195,139025,27,2751,907,43828,13539,97,91824,560,1169,714,819,32821,24,11,29110,754,445,124,36,29,69,44,11361,117,58,412,8005,1742,560,7827,8,2972,287311,486,6420,21,425,1448,411494,1133,21,1854,16821,1357,25,358,544,1873,1817,1196,1218,9235,3425,7996,567,537,164,49,74686,41446,428,692,11,108,1660,160608,2859,552,65233,71586,98,5,1263,17,2067,2914,2784,248,787,784,5038,4773,94,12004,54,4055,21,1030880,33,49,240,5,2,288,50,61,31,546359,1300,167,353,507,102,5031,10773,3534,3392,49422,3779,3753,5159,2339,15585,21307,19590,614,665,3680,42,178,32,62169,3375,894,1010,100289,31684,639,2929,292,10,43,62,110,509,1179,31445,73,85,8,155,443,112,1444,368,1932,88,14,88,10,27,829,824,12,900,376,6152,573,27740,298,2838,47,33697,1562,1350,1670,1556,367,485,29,780,335,843,1182,725,983,21,16,17,44,1255,1214,30,2708,20,122,98,32,7909,157,821,130,112,678,1151,383,83,1820,32,264,84,26,116,27,8388,412,883,0,643,30,862,137,760,66,76,11,26,128,30,47,14,120,17,1704,473,184,8,10,97,1482,58,18,255,841,122,93,46,2334,3577,87,92,94,72477,62541,44,33634,20,45,123,449,1905,44550,TCGA.DD.AAVS,NO
38887,38976,39031,37709,2418,4138,2157,29086,29121,2477,584,28924,61482,61583,101936,102156,26,3786,1187,36178,2720,123,108162,4118,827,665,675,24932,37,0,1047,712,397,63,52,18,96,44,14838,108,72,131,457,65,527,2604,21,1482,112779,126,2396,36,315,546,433854,970,73,742,13800,460,12,11,241,745,678,603,557,10809,2305,6586,325,285,65,18,17811,8832,345,412,17,318,1302,211467,2527,390,60548,66562,75,141,818,18,1290,1909,1893,639,1120,1050,404,395,222,6638,44,6019,24,304788,124,35,984,33,35,2884,56,50,22,500555,1538,285,328,45,110,3732,9419,3318,3295,57730,4367,4476,5731,1617,16443,20527,8099,388,443,4083,45,959,15,34224,2865,851,830,63330,41401,642,3717,217,2,59,62,138,237,43,24672,127,103,13,169,143,64,929,134,1745,65,12,135,20,14,753,751,13,15,13,4157,280,36817,12,492,4,1127,98,30,90,27,11,9,23,608,258,460,104,18,20,26,6,15,33,543,107,37,2501,12,251,63,14,22078,201,7,42,42,11,25,15,67,2784,42,423,111,20,45,41,10230,10,771,5,635,24,256,115,1198,64,129,1,7,106,25,24,0,73,18,44,562,275,6,7,341,2789,35,13,170,34,88,115,74,2788,45,133,121,111,87353,77900,15,39005,9,39,17,289,916,33434,TCGA.ED.A7PY,NO
22170,22028,21973,15698,8675,852,604,4361,4429,1547,839,46381,78180,79093,42629,42669,53,3081,894,7999,51026,69,78208,146,326,1380,1457,11534,17,14677,1716,565,407,126,52,37,10,96,11986,292,811,175,1562,44,88,6791,13,6940,108021,4438,1646,35,152,6919,701056,908,27,554,7492,1683,55,31,549,649,1251,1086,1116,3507,1043,2639,90,78,54,7,43314,24981,712,1122,42,64,3002,252688,4763,871,45358,48911,55,86,2419,102,278,471,570,135,302,292,58,35,66,2423,38,1209,179,570332,11657,3,333,1140,713,40803,12,9,35,649777,365,74,539,609,103,5859,5387,2677,2476,37217,2531,2525,4111,2558,8182,15393,25964,725,808,19820,13,288,17,84668,2170,1248,1664,27519,81935,148,1095,191,47,237,52,265,70,82,1346,71,128,36,190,533,127,1797,219,2329,53,30,129,77,22,664,660,17,46,22,3293,270,2438,32,13878,81,4275,345,104,119,86,46,45,13,665,355,1395,5,41,23,12,13,5,20,22632,1155,28,8437,19,217,38,17,24,565,72,2799,2823,42,23,57,42,2818,38,400,176,35,435,129,14798,36,481,589,719,71,229,254,522,89,43,84,24,201,46,404,20,127,34,168,621,158,16,12,316,5314,52,69,106,83,101,50,62,2372,101,2056,2074,2038,34831,32219,28,15815,27,30,88,89,6021,17185,TCGA.DD.A1EK,YES
57194,56798,57287,32400,3814,2587,1705,41267,42117,4822,536,21997,41273,41490,40586,40831,38,2139,635,10423,211621,98,192201,5,313,581,629,17424,38,8138,159557,356,214,117,191,23,19,37,11495,124,188,100,67349,10851,381,10685,10,894,45285,314,1201,93,55,8339,564833,315,4,99,9438,336,5,2859,121,2418,3003,2037,2036,5832,918,2085,196,212,23,7,1098,306,540,1503,61,69,2792,542148,5662,1044,146299,163239,75,2976,1816,7,255,401,389,361,804,783,211,227,88,61,155,3309,64,275632,1018,7,284,0,0,20,11,10,11,287187,417,67,171,470,22,2788,4978,1136,1159,68575,2950,2996,8789,793,5786,34926,47375,1346,1408,6083,15,205,9,147026,2407,1497,2006,52795,53061,213,1665,154,5,74,12,58,151,7750,801,266,180,43,182,49,37,2022,143,3264,154,33,320,46,16,491,487,18,3129,2339,5820,291,8384,1331,11701,46,262137,12687,6041,6431,2300,3022,266,19,975,229,953,16,1632,1594,30,12,13,40,803,1400,35,13855,13,479,155,13,859,156,2396,171,146,1473,2785,647,67,5477,89,557,151,46,50,23,37765,1637,769,41,1028,67,76,296,447,176,21,161,0,52,21,1176,11,50,9,9748,940,124,6,44,107,365,77,2,82,4862,96,100,9,2792,5616,235,258,238,103022,94326,22,20376,50,69,1,120,1856,11187,TCGA.DD.AAE6,NO
32245,31996,32362,30128,9275,1199,4014,12865,13646,1892,1138,21069,17785,18007,43519,43405,29,601,168,169766,51077,13,35091,58,2943,1304,1298,13851,5,353,2977,139,62,52,24,13,26,7,2864,378,40,205,1641,220,876,5393,337,7960,194964,432,11075,42,409,4233,166482,259,54,2703,3530,523,24,36,1174,524,301,401,393,1981,2483,5108,407,406,145,52,14782,3404,145,805,6,25,1307,34513,775,187,8985,10508,133,95,847,24,7311,10516,9486,110,272,252,940,940,3163,2678,238,1257,27,432873,472,140,52,19,16,2374,66,72,11,338526,277,105,975,176,178,5242,3527,1473,1448,21481,2729,2710,3198,1699,3469,17643,17137,921,1095,4958,22,87,11,127444,1468,1560,1730,19958,46244,80,1517,68,5,101,34,25,412,260,2180,80,22,1,91,514,34,842,97,1339,27,7,111,20,33,464,464,2,54,57,3638,209,5466,33,1463,12,3017,192,109,181,35,41,9,3,471,645,314,76,89,78,33,44,30,111,1235,205,31,1265,13,276,31,17,61,154,32,143,132,22,99,68,72,1572,14,229,32,71,168,33,2711,63,1876,3,326,52,1106,165,143,60,50,8,6,247,24,164,8,32,23,87,182,147,16,12,7,377,49,60,41,104,14,26,52,231,92,832,795,776,19561,16569,70,14872,7,13,18,147,2215,69649,TCGA.DD.A4NS,YES
43476,43016,43558,62066,17111,2265,4565,15803,16458,1440,1174,959,9735,9716,41139,41185,8,4474,241,22254,7057,302,21850,35,2794,678,829,9581,240,31,1183,444,302,204,32,6,212,123,9131,24,234,202,595,25,107,3603,30,7291,57836,134,796,17,184,2176,144525,923,134,385,8987,2032,20,7,832,521,3063,1442,1481,1637,1279,5761,491,506,41,26,66288,43642,346,1871,29,18,2319,108554,1389,262,13476,15104,112,352,2342,24,405,758,921,28,83,60,2310,1183,108,149,29,504,13,755129,40483,5,714,3,12,265,27,17,14,138759,202,71,2767,1003,132,5997,4559,2057,1942,63435,2489,2495,5756,2017,4394,19467,10949,290,315,1049,63,46,434,13219,1300,637,637,29143,61801,259,1638,248,78,137,222,177,106,53,521,112,197,33,116,213,134,251,31,1626,75,41,70,4,10,254,250,103,28,19,7495,248,125234,10,1996,24,2210,121,30,55,22,11,21,21,915,556,540,161,22,27,54,7,12,21,278,2218,33,4453,15,59,34,39,3,409,5,112,110,9,28,17,76,1773,28,270,36,6,243,75,3760,47,442,0,660,97,1596,122,442,144,36,127,15,379,80,1463,21,125,125,19,141,41,3,41,9,1523,334,7,177,40,49,100,49,777,48,970,944,966,15035,13891,433,24303,47,44,51,189,2183,282349,TCGA.CC.5263,NO
55762,55461,55277,60234,5270,8567,13604,24902,25529,4267,2762,43650,58783,58484,79437,80250,77,3340,620,438403,121630,157,532,116,13464,2698,2776,44398,115,7,4282,485,369,258,0,33,279,99,30682,1107,49,806,1271,361,303,8997,65,7070,510217,50,18714,63,459,965,89067,1379,480,871,24916,2247,89,43,906,774,2301,1676,1825,5459,10321,42703,2891,2841,951,209,379340,128066,1035,1572,26,38,4032,14224,2093,2004,2148,2364,242,5,3915,64,12954,20070,21710,244,730,648,6851,6761,505,18025,24,2736,221,3988252,7683,273,116,2,2,367,403,365,13,1710179,418,140,751,2885,791,41497,15873,9254,9143,104437,8845,8933,6776,26307,30097,42932,77125,3792,4026,15845,57,137,17,988732,17758,6815,7776,214941,279378,662,8926,263,56,372,358,550,1367,281,3019,167,186,11,194,568,76,5733,701,4268,50,59,79,162,49,916,912,37,51,39,5412,255,1985,53,925,16,3316,294,99,231,66,30,44,8,1986,1126,595,1201,48,16,87,56,75,137,314,2641,46,8590,23,99,176,12,7,659,17,46,32,38,73,58,148,1891,42,214,73,53,400,33,5696,37,1998,1,607,136,901,220,758,163,703,28,32,493,95,482,54,286,27,170,324,580,60,42,3,11,171,870,209,100,317,207,985,311,109,222,199,206,68961,63339,257,32438,25,22,362,409,3511,534940,TCGA.ED.A82E,NO
11661,11398,11631,11297,3478,660,5441,6177,6131,775,503,11922,20360,20562,30364,30039,75,6595,176,43203,43797,108,547,31,1685,552,633,13242,53,5136,22942,546,402,146,0,61,30,104,12157,604,250,834,49456,2402,149,5415,20,2106,227369,406,3616,52,99,2282,151802,823,29,197,17356,327,33,1655,322,359,507,323,344,6345,2511,5916,525,502,1906,565,47254,64313,236,1199,22,433,1192,4661,1309,131,498,660,44,8,1521,17,3007,4678,5380,399,687,640,379,264,178,491,16,2775,252,517728,2664,96,128,3,1,421,3614,3733,34,163864,433,106,670,22,144,15000,4224,6822,6780,90830,1672,1742,1905,8928,7641,5858,7025,311,353,1823,85,24,182,16177,3168,241,268,16881,19098,207,16807,185,96,70,1025,280,45585,4447,861,205,188,7,97,178,58,409,146,1042,81,18,36,150,4,228,230,47,1724,1925,1779,133,324182,645,1751,19,67786,3008,3531,2972,8165,1007,5800,29,369,386,697,89,7987,3068,74,21,26,111,3028,59,24,3565,27,193,38,8,8894,212,1278,517,510,1432,3061,1214,35,978,18,284,27,152,188,17,2957,1172,1775,1,233,14,1400,98,212,95,26,6,2,203,13,619,11,85,280,6807,157,41,11,27,1,5999,117,105,188,8209,15,147,63,3,7528,8094,8003,8020,59779,56120,483,61760,40,61,88,65,1087,126790,TCGA.CC.A7II,NO
13348,13413,13321,5760,4962,889,767,9857,9898,1692,516,9907,80302,80038,7986,8126,17,484,184,13443,23422,15,91278,0,315,430,473,14856,15,2,322,708,552,13,11,4,9,8,6065,66,63,93,101,15,333,2562,0,566,57639,215,1104,30,3,300,144647,559,1,82,4270,572,8,2,102,182,124,357,358,2558,392,555,88,74,73,16,4479,1181,127,563,17,23,417,154194,1780,494,23744,25739,17,5,239,3,248,394,423,101,268,217,6,5,15,2428,11,1291,13,760975,977,4,4221,3,0,16,4,5,6,290577,484,111,32,8,52,3435,1370,895,907,11247,3237,3195,1981,1505,1556,11118,35165,2246,2379,9178,6,9,2,33981,507,185,206,15758,35457,528,919,39,2,86,42,113,107,18,226,25,38,49,34,25,53,815,127,1094,13,45,50,4,9,157,155,9,1,4,2625,152,555,1,905,25,290,45,9,22,3,0,6,20,313,102,128,0,3,2,4,7,3,8,883,40,9,1155,14,67,10,4,73,249,0,120,103,6,6,2,11,359,16,150,46,6,91,15,3314,7,145,165,177,38,1550,118,75,24,19,60,11,351,21,168,4,67,1,17,140,127,14,10,42,79,30,0,21,8,18,40,9,1137,13,40,28,41,30593,27783,10,4484,7,3,6,60,1653,12057,TCGA.DD.A3A4,YES
34438,34310,34278,41673,11598,1716,3040,14170,14962,3066,1233,11589,83924,84681,31271,31407,43,1193,349,134087,4619,39,83305,193,2318,1583,1714,31354,3,48,7090,222,133,66,77,11,13,35,6448,698,77,287,3307,452,2401,5005,37,14382,160245,1377,7530,56,217,2473,383009,475,66,3794,6384,1162,40,88,552,611,553,669,738,3335,2114,3390,266,231,87,12,3788,935,339,1029,9,39,1671,140710,3070,486,27544,30040,210,38,1343,31,7145,10862,11345,152,397,344,266,241,205,2893,127,1680,72,438007,1471,129,205,4,1,277,45,45,29,615313,186,39,655,50,129,5807,5572,1928,1814,30300,5757,5788,5370,2290,8005,20683,34913,1548,1751,15031,23,80,18,80149,2259,978,1215,16660,73549,180,1443,114,44,171,48,76,1002,379,698,115,184,61,75,445,74,358,266,1575,31,21,177,47,24,241,241,9,122,118,4524,280,4988,77,6223,80,8301,580,151,276,126,82,42,9,514,2540,292,28,99,95,13,78,77,181,9119,69,21,5615,12,134,34,59,463,298,31,827,756,68,130,97,158,980,17,159,30,100,326,228,4566,68,3276,84,999,65,660,372,172,80,61,59,16,92,40,400,16,82,10,459,229,76,19,17,49,2492,73,9,161,261,32,55,153,746,194,192,227,196,39269,35006,91,11538,15,35,4,129,4857,52848,TCGA.DD.A3A4,YES
43267,43006,43176,27751,10557,2801,3828,17047,17223,6165,691,134209,38204,38576,106214,105962,21,1773,931,64435,52294,14,72095,0,1827,2478,2785,33936,11,1300,618,546,314,20,47,20,15,42,14416,129,159,255,107,31,1374,8831,8,2897,157310,201,4864,10,129,2591,751106,530,3,1098,8157,1321,32,8,546,1152,939,947,907,10437,2286,3623,328,268,105,17,405,104,624,2452,9,38,2421,286256,3360,1282,86161,93374,84,5,1875,21,2273,3139,2691,170,719,639,79,80,66,231,36,5886,25,395883,1808,26,154,26,22,1207,43,44,59,558882,351,84,305,235,57,6755,14629,2407,2203,45214,2118,2169,4495,1621,12312,21961,19590,840,1026,11063,21,108,11,85033,1202,2043,2272,45631,102705,61,1335,108,6,767,29,38,90,50,1647,154,250,6,153,233,100,800,507,1983,62,24,239,6,40,794,792,16,6,6,3521,272,675,11,16334,101,377,46,17,35,16,11,9,6,928,214,480,5,12,7,48,6,10,21,582,997,30,3035,11,112,108,10,5,187,9,88,63,5,16,6,60,1544,25,187,70,22,313,41,9415,13,664,157,1189,48,168,160,658,82,47,45,15,96,39,53,11,31,18,17,394,543,26,24,500,99,25,11,84,13,75,60,53,3124,17,52,40,48,92262,86083,38,24188,19,4,0,193,9892,44741,TCGA.DD.AACE,NO
59203,59236,59569,51986,11957,1651,6003,36607,37389,3308,1362,38832,53509,53908,35367,35870,15,1347,475,64849,6288,45,110389,105,1799,1403,1587,18424,4,4037,2680,501,309,45,68,7,22,40,4699,302,197,373,801,134,659,9705,6,9618,319410,187,6389,58,280,6941,357432,891,26,5448,10311,2198,47,13,993,857,474,651,651,3277,2675,3988,504,520,198,72,88902,29484,620,1068,9,16,1076,139247,1914,1001,36697,39790,181,35,771,16,6332,9664,10560,55,199,162,365,289,74,9878,57,1434,30,2079664,878,107,445,10,6,388,81,76,23,1759613,254,51,546,22,109,10497,9427,3031,2897,19700,4517,4472,2477,3318,11703,11871,47063,2540,2699,17063,11,101,5,83841,1226,768,950,51459,52556,161,968,103,19,85,75,66,246,80,1726,108,100,15,118,511,53,1113,335,1809,47,58,52,16,29,466,459,5,30,39,3226,280,9746,23,4317,67,1931,191,108,97,63,30,17,8,584,424,277,46,26,27,5,14,16,49,543,70,7,2217,19,79,102,63,16,208,19,96,95,21,62,34,109,751,22,151,36,27,182,31,5264,21,1297,94,369,38,286,228,299,67,62,25,18,218,31,357,16,81,38,78,315,191,16,21,81,86,35,123,180,69,71,73,77,3186,94,1685,1698,1737,21599,19042,137,16459,19,28,165,239,4501,42023,TCGA.DD.AAC9,NO
46910,46589,46813,53003,18157,2768,2269,22080,22796,3620,1777,74622,61026,61961,67136,67646,38,3669,854,38629,58322,40,93213,8,951,1941,2027,24273,64,19,1106,1764,1061,40,112,9,73,67,16003,103,138,275,302,56,410,8038,18,9697,110897,919,3016,35,567,5031,625138,1395,16,4099,6587,1808,19,17,2509,840,696,638,684,8466,2898,3566,399,403,98,18,3048,1005,571,1420,25,185,3095,275050,4394,1276,75885,86522,77,2191,1620,37,1669,2439,2648,246,532,439,81,44,158,557,24,3845,94,978647,1964,40,555,4,6,239,30,30,24,768124,504,129,468,516,72,5089,4639,2042,2039,44826,3270,3247,4461,1899,5761,13992,21595,1525,1668,6489,112,147,6,156053,1365,1597,1980,44870,61772,155,3465,215,16,283,135,102,462,34,1540,190,96,6,204,810,142,2000,185,2058,50,42,108,37,18,1261,1254,28,16,20,6700,338,964,4,8210,114,937,87,45,55,23,10,15,30,867,305,1296,16,13,13,84,9,12,43,2390,931,70,2047,8,176,91,32,5896,238,7,264,258,11,25,20,73,4325,82,1051,144,33,765,44,13463,5,785,78,568,57,208,193,727,110,77,43,47,359,61,582,21,124,67,31,678,239,15,36,16,614,52,26,80,30,117,145,39,1208,57,3775,3877,3817,47539,41866,41,43782,27,25,5,431,5085,26659,TCGA.DD.AAEA,NO
101369,101440,101922,55480,17534,1820,11651,57755,59381,6130,1396,58600,80694,82429,60756,61556,30,4696,1148,128301,10070,60,79849,107,2077,1757,1940,23259,19,2,5912,771,501,125,78,20,24,36,7725,621,354,497,1753,415,1549,10980,92,7435,564374,784,6110,34,283,19460,223154,733,34,4737,13233,2396,31,0,892,936,1667,907,842,11861,4011,7513,637,636,323,50,4005,1245,799,1371,25,77,2512,280205,3617,1063,70724,76287,304,16,1193,26,9858,15120,15999,380,934,853,604,693,299,4783,108,6115,68,2084906,1257,241,456,13,9,411,153,139,55,604923,401,70,1130,491,105,12697,9187,4774,4715,83378,6881,6997,4444,4970,11646,17096,39124,814,919,7962,31,119,16,213608,3684,1940,2393,96335,111814,233,1785,104,12,91,54,114,427,221,3173,103,182,13,283,668,84,1655,89,1993,48,36,84,55,27,468,467,15,122,119,4752,221,13664,43,10767,155,7085,467,173,182,202,80,12,12,819,1324,735,87,55,59,12,35,45,244,1208,1166,49,2934,5,384,100,64,87,230,63,263,269,52,170,72,158,1014,18,161,78,141,182,125,6915,31,4637,62,578,79,1197,381,464,107,93,28,33,270,37,596,23,68,38,273,436,130,16,33,29,245,53,66,179,150,56,80,86,1465,203,364,405,357,80812,70561,158,34034,14,40,4,238,8632,84155,TCGA.UB.AA0U,YES
